time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-23 00:00:00+00:00,2,2,,
2025-11-24 00:00:00+00:00,8,8,40.0,4.0
2025-11-25 00:00:00+00:00,5,4,,
2025-11-26 00:00:00+00:00,8,7,8.0,1.0
2025-11-27 00:00:00+00:00,39,10,29.0,4.0
2025-11-28 00:00:00+00:00,3,3,5.0,2.0
2025-11-29 00:00:00+00:00,3,3,1.0,1.0
2025-11-30 00:00:00+00:00,2,2,,
2025-12-01 00:00:00+00:00,65,22,29.0,2.0
2025-12-02 00:00:00+00:00,19,6,3.0,2.0
2025-12-03 00:00:00+00:00,116,26,1.0,1.0
2025-12-04 00:00:00+00:00,9,5,,
2025-12-05 00:00:00+00:00,10,6,8.0,1.0
2025-12-06 00:00:00+00:00,3,3,13.0,2.0
